A,B,C,E,F,n_blocks,first_D,last_D,example_path
,Willamette+Tualatin to Willamette_abv Falls at Oregon City,Flow-UNREG,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Willamette+Tualatin to Willamette_abv Falls at Oregon City/Flow-UNREG/01Jan2012/1Day/Temp1Day--0/
,Willamette+Yamhill,Flow,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Willamette+Yamhill/Flow/01Jan2012/1Day/Temp1Day--0/
,Willamette+Yamhill,Flow-CUMLOC,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Willamette+Yamhill/Flow-CUMLOC/01Jan2012/1Day/Temp1Day--0/
,Willamette+Yamhill,Flow-IN,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Willamette+Yamhill/Flow-IN/01Jan2012/1Day/Temp1Day--0/
,Willamette+Yamhill,Flow-IN-UNREG,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Willamette+Yamhill/Flow-IN-UNREG/01Jan2012/1Day/Temp1Day--0/
,Willamette+Yamhill,Flow-ROUTING-Blue River-1,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Willamette+Yamhill/Flow-ROUTING-Blue River-1/01Jan2012/1Day/Temp1Day--0/
,Willamette+Yamhill,Flow-ROUTING-Cottage Grove-1,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Willamette+Yamhill/Flow-ROUTING-Cottage Grove-1/01Jan2012/1Day/Temp1Day--0/
,Willamette+Yamhill,Flow-ROUTING-Cougar-1,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Willamette+Yamhill/Flow-ROUTING-Cougar-1/01Jan2012/1Day/Temp1Day--0/
,Willamette+Yamhill,Flow-ROUTING-Detroit-1,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Willamette+Yamhill/Flow-ROUTING-Detroit-1/01Jan2012/1Day/Temp1Day--0/
,Willamette+Yamhill,Flow-ROUTING-Dorena-1,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Willamette+Yamhill/Flow-ROUTING-Dorena-1/01Jan2012/1Day/Temp1Day--0/
,Willamette+Yamhill,Flow-ROUTING-Fern Ridge-1,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Willamette+Yamhill/Flow-ROUTING-Fern Ridge-1/01Jan2012/1Day/Temp1Day--0/
,Willamette+Yamhill,Flow-ROUTING-Green Peter-1,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Willamette+Yamhill/Flow-ROUTING-Green Peter-1/01Jan2012/1Day/Temp1Day--0/
,Willamette+Yamhill,Flow-ROUTING-Lookout Point-1,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Willamette+Yamhill/Flow-ROUTING-Lookout Point-1/01Jan2012/1Day/Temp1Day--0/
,Willamette+Yamhill,Flow-UNREG,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Willamette+Yamhill/Flow-UNREG/01Jan2012/1Day/Temp1Day--0/
,Willamette+Yamhill to Willamette_at Newberg,Flow,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Willamette+Yamhill to Willamette_at Newberg/Flow/01Jan2012/1Day/Temp1Day--0/
,Willamette+Yamhill to Willamette_at Newberg,Flow-CUMLOC,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Willamette+Yamhill to Willamette_at Newberg/Flow-CUMLOC/01Jan2012/1Day/Temp1Day--0/
,Willamette+Yamhill to Willamette_at Newberg,Flow-ROUTING-Blue River-1,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Willamette+Yamhill to Willamette_at Newberg/Flow-ROUTING-Blue River-1/01Jan2012/1Day/Temp1Day--0/
,Willamette+Yamhill to Willamette_at Newberg,Flow-ROUTING-Cottage Grove-1,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Willamette+Yamhill to Willamette_at Newberg/Flow-ROUTING-Cottage Grove-1/01Jan2012/1Day/Temp1Day--0/
,Willamette+Yamhill to Willamette_at Newberg,Flow-ROUTING-Cougar-1,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Willamette+Yamhill to Willamette_at Newberg/Flow-ROUTING-Cougar-1/01Jan2012/1Day/Temp1Day--0/
,Willamette+Yamhill to Willamette_at Newberg,Flow-ROUTING-Detroit-1,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Willamette+Yamhill to Willamette_at Newberg/Flow-ROUTING-Detroit-1/01Jan2012/1Day/Temp1Day--0/
,Willamette+Yamhill to Willamette_at Newberg,Flow-ROUTING-Dorena-1,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Willamette+Yamhill to Willamette_at Newberg/Flow-ROUTING-Dorena-1/01Jan2012/1Day/Temp1Day--0/
,Willamette+Yamhill to Willamette_at Newberg,Flow-ROUTING-Fern Ridge-1,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Willamette+Yamhill to Willamette_at Newberg/Flow-ROUTING-Fern Ridge-1/01Jan2012/1Day/Temp1Day--0/
,Willamette+Yamhill to Willamette_at Newberg,Flow-ROUTING-Green Peter-1,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Willamette+Yamhill to Willamette_at Newberg/Flow-ROUTING-Green Peter-1/01Jan2012/1Day/Temp1Day--0/
,Willamette+Yamhill to Willamette_at Newberg,Flow-ROUTING-Lookout Point-1,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Willamette+Yamhill to Willamette_at Newberg/Flow-ROUTING-Lookout Point-1/01Jan2012/1Day/Temp1Day--0/
,Willamette+Yamhill to Willamette_at Newberg,Flow-UNREG,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Willamette+Yamhill to Willamette_at Newberg/Flow-UNREG/01Jan2012/1Day/Temp1Day--0/
,Willamette_abv Falls at Oregon City,Flow,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Willamette_abv Falls at Oregon City/Flow/01Jan2012/1Day/Temp1Day--0/
,Willamette_abv Falls at Oregon City,Flow-CUMLOC,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Willamette_abv Falls at Oregon City/Flow-CUMLOC/01Jan2012/1Day/Temp1Day--0/
,Willamette_abv Falls at Oregon City,Flow-IN,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Willamette_abv Falls at Oregon City/Flow-IN/01Jan2012/1Day/Temp1Day--0/
,Willamette_abv Falls at Oregon City,Flow-IN-UNREG,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Willamette_abv Falls at Oregon City/Flow-IN-UNREG/01Jan2012/1Day/Temp1Day--0/
,Willamette_abv Falls at Oregon City,Flow-Local,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Willamette_abv Falls at Oregon City/Flow-Local/01Jan2012/1Day/Temp1Day--0/
,Willamette_abv Falls at Oregon City,Flow-ROUTING-Blue River-1,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Willamette_abv Falls at Oregon City/Flow-ROUTING-Blue River-1/01Jan2012/1Day/Temp1Day--0/
,Willamette_abv Falls at Oregon City,Flow-ROUTING-Cottage Grove-1,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Willamette_abv Falls at Oregon City/Flow-ROUTING-Cottage Grove-1/01Jan2012/1Day/Temp1Day--0/
,Willamette_abv Falls at Oregon City,Flow-ROUTING-Cougar-1,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Willamette_abv Falls at Oregon City/Flow-ROUTING-Cougar-1/01Jan2012/1Day/Temp1Day--0/
,Willamette_abv Falls at Oregon City,Flow-ROUTING-Detroit-1,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Willamette_abv Falls at Oregon City/Flow-ROUTING-Detroit-1/01Jan2012/1Day/Temp1Day--0/
,Willamette_abv Falls at Oregon City,Flow-ROUTING-Dorena-1,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Willamette_abv Falls at Oregon City/Flow-ROUTING-Dorena-1/01Jan2012/1Day/Temp1Day--0/
,Willamette_abv Falls at Oregon City,Flow-ROUTING-Fern Ridge-1,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Willamette_abv Falls at Oregon City/Flow-ROUTING-Fern Ridge-1/01Jan2012/1Day/Temp1Day--0/
,Willamette_abv Falls at Oregon City,Flow-ROUTING-Green Peter-1,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Willamette_abv Falls at Oregon City/Flow-ROUTING-Green Peter-1/01Jan2012/1Day/Temp1Day--0/
,Willamette_abv Falls at Oregon City,Flow-ROUTING-Lookout Point-1,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Willamette_abv Falls at Oregon City/Flow-ROUTING-Lookout Point-1/01Jan2012/1Day/Temp1Day--0/
,Willamette_abv Falls at Oregon City,Flow-UNREG,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Willamette_abv Falls at Oregon City/Flow-UNREG/01Jan2012/1Day/Temp1Day--0/
,Willamette_abv Falls at Oregon City OCUO_Oregon City_HMSsub_Will,Flow,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Willamette_abv Falls at Oregon City OCUO_Oregon City_HMSsub_Will/Flow/01Jan2012/1Day/Temp1Day--0/
,Willamette_abv Falls at Oregon City OCUO_Oregon City_HMSsub_Will,Flow-CUMLOC,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Willamette_abv Falls at Oregon City OCUO_Oregon City_HMSsub_Will/Flow-CUMLOC/01Jan2012/1Day/Temp1Day--0/
,Willamette_abv Falls at Oregon City OCUO_Oregon City_HMSsub_Will,Flow-UNREG,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Willamette_abv Falls at Oregon City OCUO_Oregon City_HMSsub_Will/Flow-UNREG/01Jan2012/1Day/Temp1Day--0/
,Willamette_abv Falls at Oregon City to Willamette Falls,Flow,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Willamette_abv Falls at Oregon City to Willamette Falls/Flow/01Jan2012/1Day/Temp1Day--0/
,Willamette_abv Falls at Oregon City to Willamette Falls,Flow-CUMLOC,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Willamette_abv Falls at Oregon City to Willamette Falls/Flow-CUMLOC/01Jan2012/1Day/Temp1Day--0/
,Willamette_abv Falls at Oregon City to Willamette Falls,Flow-ROUTING-Blue River-1,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Willamette_abv Falls at Oregon City to Willamette Falls/Flow-ROUTING-Blue River-1/01Jan2012/1Day/Temp1Day--0/
,Willamette_abv Falls at Oregon City to Willamette Falls,Flow-ROUTING-Cottage Grove-1,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Willamette_abv Falls at Oregon City to Willamette Falls/Flow-ROUTING-Cottage Grove-1/01Jan2012/1Day/Temp1Day--0/
,Willamette_abv Falls at Oregon City to Willamette Falls,Flow-ROUTING-Cougar-1,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Willamette_abv Falls at Oregon City to Willamette Falls/Flow-ROUTING-Cougar-1/01Jan2012/1Day/Temp1Day--0/
,Willamette_abv Falls at Oregon City to Willamette Falls,Flow-ROUTING-Detroit-1,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Willamette_abv Falls at Oregon City to Willamette Falls/Flow-ROUTING-Detroit-1/01Jan2012/1Day/Temp1Day--0/
,Willamette_abv Falls at Oregon City to Willamette Falls,Flow-ROUTING-Dorena-1,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Willamette_abv Falls at Oregon City to Willamette Falls/Flow-ROUTING-Dorena-1/01Jan2012/1Day/Temp1Day--0/
,Willamette_abv Falls at Oregon City to Willamette Falls,Flow-ROUTING-Fern Ridge-1,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Willamette_abv Falls at Oregon City to Willamette Falls/Flow-ROUTING-Fern Ridge-1/01Jan2012/1Day/Temp1Day--0/
,Willamette_abv Falls at Oregon City to Willamette Falls,Flow-ROUTING-Green Peter-1,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Willamette_abv Falls at Oregon City to Willamette Falls/Flow-ROUTING-Green Peter-1/01Jan2012/1Day/Temp1Day--0/
,Willamette_abv Falls at Oregon City to Willamette Falls,Flow-ROUTING-Lookout Point-1,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Willamette_abv Falls at Oregon City to Willamette Falls/Flow-ROUTING-Lookout Point-1/01Jan2012/1Day/Temp1Day--0/
,Willamette_abv Falls at Oregon City to Willamette Falls,Flow-UNREG,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Willamette_abv Falls at Oregon City to Willamette Falls/Flow-UNREG/01Jan2012/1Day/Temp1Day--0/
,Willamette_at Albany,Flow,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Willamette_at Albany/Flow/01Jan2012/1Day/Temp1Day--0/
,Willamette_at Albany,Flow-CUMLOC,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Willamette_at Albany/Flow-CUMLOC/01Jan2012/1Day/Temp1Day--0/
,Willamette_at Albany,Flow-IN,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Willamette_at Albany/Flow-IN/01Jan2012/1Day/Temp1Day--0/
,Willamette_at Albany,Flow-IN-UNREG,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Willamette_at Albany/Flow-IN-UNREG/01Jan2012/1Day/Temp1Day--0/
,Willamette_at Albany,Flow-Local,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Willamette_at Albany/Flow-Local/01Jan2012/1Day/Temp1Day--0/
,Willamette_at Albany,Flow-ROUTING-Blue River-1,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Willamette_at Albany/Flow-ROUTING-Blue River-1/01Jan2012/1Day/Temp1Day--0/
,Willamette_at Albany,Flow-ROUTING-Cottage Grove-1,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Willamette_at Albany/Flow-ROUTING-Cottage Grove-1/01Jan2012/1Day/Temp1Day--0/
,Willamette_at Albany,Flow-ROUTING-Cougar-1,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Willamette_at Albany/Flow-ROUTING-Cougar-1/01Jan2012/1Day/Temp1Day--0/
,Willamette_at Albany,Flow-ROUTING-Dorena-1,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Willamette_at Albany/Flow-ROUTING-Dorena-1/01Jan2012/1Day/Temp1Day--0/
,Willamette_at Albany,Flow-ROUTING-Fern Ridge-1,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Willamette_at Albany/Flow-ROUTING-Fern Ridge-1/01Jan2012/1Day/Temp1Day--0/
,Willamette_at Albany,Flow-ROUTING-Lookout Point-1,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Willamette_at Albany/Flow-ROUTING-Lookout Point-1/01Jan2012/1Day/Temp1Day--0/
,Willamette_at Albany,Flow-UNREG,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Willamette_at Albany/Flow-UNREG/01Jan2012/1Day/Temp1Day--0/
,Willamette_at Albany to Willamette+Santiam,Flow,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Willamette_at Albany to Willamette+Santiam/Flow/01Jan2012/1Day/Temp1Day--0/
,Willamette_at Albany to Willamette+Santiam,Flow-CUMLOC,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Willamette_at Albany to Willamette+Santiam/Flow-CUMLOC/01Jan2012/1Day/Temp1Day--0/
,Willamette_at Albany to Willamette+Santiam,Flow-ROUTING-Blue River-1,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Willamette_at Albany to Willamette+Santiam/Flow-ROUTING-Blue River-1/01Jan2012/1Day/Temp1Day--0/
,Willamette_at Albany to Willamette+Santiam,Flow-ROUTING-Cottage Grove-1,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Willamette_at Albany to Willamette+Santiam/Flow-ROUTING-Cottage Grove-1/01Jan2012/1Day/Temp1Day--0/
,Willamette_at Albany to Willamette+Santiam,Flow-ROUTING-Cougar-1,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Willamette_at Albany to Willamette+Santiam/Flow-ROUTING-Cougar-1/01Jan2012/1Day/Temp1Day--0/
,Willamette_at Albany to Willamette+Santiam,Flow-ROUTING-Dorena-1,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Willamette_at Albany to Willamette+Santiam/Flow-ROUTING-Dorena-1/01Jan2012/1Day/Temp1Day--0/
,Willamette_at Albany to Willamette+Santiam,Flow-ROUTING-Fern Ridge-1,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Willamette_at Albany to Willamette+Santiam/Flow-ROUTING-Fern Ridge-1/01Jan2012/1Day/Temp1Day--0/
,Willamette_at Albany to Willamette+Santiam,Flow-ROUTING-Lookout Point-1,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Willamette_at Albany to Willamette+Santiam/Flow-ROUTING-Lookout Point-1/01Jan2012/1Day/Temp1Day--0/
,Willamette_at Albany to Willamette+Santiam,Flow-UNREG,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Willamette_at Albany to Willamette+Santiam/Flow-UNREG/01Jan2012/1Day/Temp1Day--0/
,Willamette_at Eugene,Flow,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Willamette_at Eugene/Flow/01Jan2012/1Day/Temp1Day--0/
,Willamette_at Eugene,Flow-CUMLOC,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Willamette_at Eugene/Flow-CUMLOC/01Jan2012/1Day/Temp1Day--0/
,Willamette_at Eugene,Flow-IN,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Willamette_at Eugene/Flow-IN/01Jan2012/1Day/Temp1Day--0/
,Willamette_at Eugene,Flow-IN-UNREG,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Willamette_at Eugene/Flow-IN-UNREG/01Jan2012/1Day/Temp1Day--0/
,Willamette_at Eugene,Flow-Local,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Willamette_at Eugene/Flow-Local/01Jan2012/1Day/Temp1Day--0/
,Willamette_at Eugene,Flow-ROUTING-Cottage Grove-1,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Willamette_at Eugene/Flow-ROUTING-Cottage Grove-1/01Jan2012/1Day/Temp1Day--0/
,Willamette_at Eugene,Flow-ROUTING-Dorena-1,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Willamette_at Eugene/Flow-ROUTING-Dorena-1/01Jan2012/1Day/Temp1Day--0/
,Willamette_at Eugene,Flow-ROUTING-Lookout Point-1,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Willamette_at Eugene/Flow-ROUTING-Lookout Point-1/01Jan2012/1Day/Temp1Day--0/
,Willamette_at Eugene,Flow-UNREG,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Willamette_at Eugene/Flow-UNREG/01Jan2012/1Day/Temp1Day--0/
,Willamette_at Eugene to Willamette+McKenzie,Flow,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Willamette_at Eugene to Willamette+McKenzie/Flow/01Jan2012/1Day/Temp1Day--0/
,Willamette_at Eugene to Willamette+McKenzie,Flow-CUMLOC,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Willamette_at Eugene to Willamette+McKenzie/Flow-CUMLOC/01Jan2012/1Day/Temp1Day--0/
,Willamette_at Eugene to Willamette+McKenzie,Flow-ROUTING-Cottage Grove-1,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Willamette_at Eugene to Willamette+McKenzie/Flow-ROUTING-Cottage Grove-1/01Jan2012/1Day/Temp1Day--0/
,Willamette_at Eugene to Willamette+McKenzie,Flow-ROUTING-Dorena-1,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Willamette_at Eugene to Willamette+McKenzie/Flow-ROUTING-Dorena-1/01Jan2012/1Day/Temp1Day--0/
,Willamette_at Eugene to Willamette+McKenzie,Flow-ROUTING-Lookout Point-1,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Willamette_at Eugene to Willamette+McKenzie/Flow-ROUTING-Lookout Point-1/01Jan2012/1Day/Temp1Day--0/
,Willamette_at Eugene to Willamette+McKenzie,Flow-UNREG,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Willamette_at Eugene to Willamette+McKenzie/Flow-UNREG/01Jan2012/1Day/Temp1Day--0/
,Willamette_at Harrisburg,Flow,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Willamette_at Harrisburg/Flow/01Jan2012/1Day/Temp1Day--0/
,Willamette_at Harrisburg,Flow-CUMLOC,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Willamette_at Harrisburg/Flow-CUMLOC/01Jan2012/1Day/Temp1Day--0/
,Willamette_at Harrisburg,Flow-IN,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Willamette_at Harrisburg/Flow-IN/01Jan2012/1Day/Temp1Day--0/
,Willamette_at Harrisburg,Flow-IN-UNREG,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Willamette_at Harrisburg/Flow-IN-UNREG/01Jan2012/1Day/Temp1Day--0/
,Willamette_at Harrisburg,Flow-Local,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Willamette_at Harrisburg/Flow-Local/01Jan2012/1Day/Temp1Day--0/
,Willamette_at Harrisburg,Flow-ROUTING-Blue River-1,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Willamette_at Harrisburg/Flow-ROUTING-Blue River-1/01Jan2012/1Day/Temp1Day--0/
,Willamette_at Harrisburg,Flow-ROUTING-Cottage Grove-1,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Willamette_at Harrisburg/Flow-ROUTING-Cottage Grove-1/01Jan2012/1Day/Temp1Day--0/
,Willamette_at Harrisburg,Flow-ROUTING-Cougar-1,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Willamette_at Harrisburg/Flow-ROUTING-Cougar-1/01Jan2012/1Day/Temp1Day--0/
,Willamette_at Harrisburg,Flow-ROUTING-Dorena-1,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Willamette_at Harrisburg/Flow-ROUTING-Dorena-1/01Jan2012/1Day/Temp1Day--0/
,Willamette_at Harrisburg,Flow-ROUTING-Lookout Point-1,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Willamette_at Harrisburg/Flow-ROUTING-Lookout Point-1/01Jan2012/1Day/Temp1Day--0/
,Willamette_at Harrisburg,Flow-UNREG,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Willamette_at Harrisburg/Flow-UNREG/01Jan2012/1Day/Temp1Day--0/
,Willamette_at Harrisburg to Willamette+Long Tom,Flow,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Willamette_at Harrisburg to Willamette+Long Tom/Flow/01Jan2012/1Day/Temp1Day--0/
,Willamette_at Harrisburg to Willamette+Long Tom,Flow-CUMLOC,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Willamette_at Harrisburg to Willamette+Long Tom/Flow-CUMLOC/01Jan2012/1Day/Temp1Day--0/
,Willamette_at Harrisburg to Willamette+Long Tom,Flow-ROUTING-Blue River-1,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Willamette_at Harrisburg to Willamette+Long Tom/Flow-ROUTING-Blue River-1/01Jan2012/1Day/Temp1Day--0/
,Willamette_at Harrisburg to Willamette+Long Tom,Flow-ROUTING-Cottage Grove-1,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Willamette_at Harrisburg to Willamette+Long Tom/Flow-ROUTING-Cottage Grove-1/01Jan2012/1Day/Temp1Day--0/
,Willamette_at Harrisburg to Willamette+Long Tom,Flow-ROUTING-Cougar-1,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Willamette_at Harrisburg to Willamette+Long Tom/Flow-ROUTING-Cougar-1/01Jan2012/1Day/Temp1Day--0/
,Willamette_at Harrisburg to Willamette+Long Tom,Flow-ROUTING-Dorena-1,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Willamette_at Harrisburg to Willamette+Long Tom/Flow-ROUTING-Dorena-1/01Jan2012/1Day/Temp1Day--0/
,Willamette_at Harrisburg to Willamette+Long Tom,Flow-ROUTING-Lookout Point-1,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Willamette_at Harrisburg to Willamette+Long Tom/Flow-ROUTING-Lookout Point-1/01Jan2012/1Day/Temp1Day--0/
,Willamette_at Harrisburg to Willamette+Long Tom,Flow-UNREG,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Willamette_at Harrisburg to Willamette+Long Tom/Flow-UNREG/01Jan2012/1Day/Temp1Day--0/
,Willamette_at Newberg,Flow,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Willamette_at Newberg/Flow/01Jan2012/1Day/Temp1Day--0/
,Willamette_at Newberg,Flow-CUMLOC,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Willamette_at Newberg/Flow-CUMLOC/01Jan2012/1Day/Temp1Day--0/
,Willamette_at Newberg,Flow-IN,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Willamette_at Newberg/Flow-IN/01Jan2012/1Day/Temp1Day--0/
,Willamette_at Newberg,Flow-IN-UNREG,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Willamette_at Newberg/Flow-IN-UNREG/01Jan2012/1Day/Temp1Day--0/
,Willamette_at Newberg,Flow-Local,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Willamette_at Newberg/Flow-Local/01Jan2012/1Day/Temp1Day--0/
,Willamette_at Newberg,Flow-ROUTING-Blue River-1,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Willamette_at Newberg/Flow-ROUTING-Blue River-1/01Jan2012/1Day/Temp1Day--0/
,Willamette_at Newberg,Flow-ROUTING-Cottage Grove-1,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Willamette_at Newberg/Flow-ROUTING-Cottage Grove-1/01Jan2012/1Day/Temp1Day--0/
,Willamette_at Newberg,Flow-ROUTING-Cougar-1,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Willamette_at Newberg/Flow-ROUTING-Cougar-1/01Jan2012/1Day/Temp1Day--0/
,Willamette_at Newberg,Flow-ROUTING-Detroit-1,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Willamette_at Newberg/Flow-ROUTING-Detroit-1/01Jan2012/1Day/Temp1Day--0/
,Willamette_at Newberg,Flow-ROUTING-Dorena-1,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Willamette_at Newberg/Flow-ROUTING-Dorena-1/01Jan2012/1Day/Temp1Day--0/
,Willamette_at Newberg,Flow-ROUTING-Fern Ridge-1,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Willamette_at Newberg/Flow-ROUTING-Fern Ridge-1/01Jan2012/1Day/Temp1Day--0/
,Willamette_at Newberg,Flow-ROUTING-Green Peter-1,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Willamette_at Newberg/Flow-ROUTING-Green Peter-1/01Jan2012/1Day/Temp1Day--0/
,Willamette_at Newberg,Flow-ROUTING-Lookout Point-1,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Willamette_at Newberg/Flow-ROUTING-Lookout Point-1/01Jan2012/1Day/Temp1Day--0/
,Willamette_at Newberg,Flow-UNREG,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Willamette_at Newberg/Flow-UNREG/01Jan2012/1Day/Temp1Day--0/
,Willamette_at Newberg to Willamette_at Wilsonville,Flow,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Willamette_at Newberg to Willamette_at Wilsonville/Flow/01Jan2012/1Day/Temp1Day--0/
